game_id,name,difficulty,mechanism,bank_size,board_size,generator_params,AI_policy,rating_metric,observed_distribution,overlap,meaningfully_distinct,finding,fix
15,SKYSCRAPERS,HARD,"Latin order, directional visibility clues and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 0, 'median': 2.0, 'max': 4}, 'outer_clues': {'min': 13, 'median': 16.0, 'max': 18}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 0, 'median': 2.0, 'max': 4}, 'outer_clues': {'min': 13, 'median': 16.0, 'max': 18}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 15}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 7}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 5}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 30}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 30}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 6}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 34}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
15,SKYSCRAPERS,MASTER,"Latin order, directional visibility clues and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 0, 'median': 1.0, 'max': 4}, 'outer_clues': {'min': 8, 'median': 11.0, 'max': 13}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 0, 'median': 1.0, 'max': 4}, 'outer_clues': {'min': 8, 'median': 11.0, 'max': 13}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 17, 'median': 23.0, 'max': 39}, 'search_branches': {'min': 8, 'median': 11.0, 'max': 19}, 'search_max_depth': {'min': 4, 'median': 5.5, 'max': 10}, 'basic_unfilled': {'min': 19, 'median': 32.0, 'max': 35}, 'advanced_unfilled': {'min': 19, 'median': 32.0, 'max': 35}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 5.0, 'max': 13}, 'forcing_probes': {'min': 4, 'median': 23.0, 'max': 175}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
15,SKYSCRAPERS,HELL,"Latin order, directional visibility clues and inference/search bands",30,"{'min': 6, 'median': 7.0, 'max': 7}","{'givens': {'min': 0, 'median': 3.0, 'max': 6}, 'outer_clues': {'min': 11, 'median': 14.0, 'max': 19}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 7.0, 'max': 7}, 'cells': {'min': 36, 'median': 49.0, 'max': 49}, 'givens': {'min': 0, 'median': 3.0, 'max': 6}, 'outer_clues': {'min': 11, 'median': 14.0, 'max': 19}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 41, 'median': 57.0, 'max': 228}, 'search_branches': {'min': 20, 'median': 26.5, 'max': 107}, 'search_max_depth': {'min': 6, 'median': 9.0, 'max': 11}, 'basic_unfilled': {'min': 33, 'median': 42.0, 'max': 45}, 'advanced_unfilled': {'min': 33, 'median': 42.0, 'max': 45}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 8, 'median': 12.5, 'max': 22}, 'forcing_probes': {'min': 25, 'median': 127.5, 'max': 383}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
16,HITORI,EASY,"Duplicate conflicts, nonadjacent shading and white connectivity",30,"{'min': 4, 'median': 4.0, 'max': 4}","{'duplicate_pairs': {'min': 7, 'median': 9.0, 'max': 14}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'duplicate_pairs': {'min': 7, 'median': 9.0, 'max': 14}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 3, 'median': 3.0, 'max': 11}, 'search_branches': {'min': 1, 'median': 1.0, 'max': 5}, 'search_max_depth': {'min': 1, 'median': 1.0, 'max': 4}, 'basic_unfilled': {'min': 16, 'median': 16.0, 'max': 16}, 'advanced_unfilled': {'min': 16, 'median': 16.0, 'max': 16}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 1.0, 'max': 4}, 'forcing_probes': {'min': 1, 'median': 2.0, 'max': 9}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
16,HITORI,NORMAL,"Duplicate conflicts, nonadjacent shading and white connectivity",30,"{'min': 5, 'median': 5.0, 'max': 5}","{'duplicate_pairs': {'min': 11, 'median': 15.0, 'max': 19}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'duplicate_pairs': {'min': 11, 'median': 15.0, 'max': 19}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 3, 'median': 3.0, 'max': 13}, 'search_branches': {'min': 1, 'median': 1.0, 'max': 6}, 'search_max_depth': {'min': 1, 'median': 1.0, 'max': 6}, 'basic_unfilled': {'min': 25, 'median': 25.0, 'max': 25}, 'advanced_unfilled': {'min': 25, 'median': 25.0, 'max': 25}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 1.0, 'max': 6}, 'forcing_probes': {'min': 1, 'median': 2.0, 'max': 11}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
16,HITORI,HARD,"Duplicate conflicts, nonadjacent shading and white connectivity",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'duplicate_pairs': {'min': 15, 'median': 21.0, 'max': 28}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'duplicate_pairs': {'min': 15, 'median': 21.0, 'max': 28}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 3, 'median': 5.0, 'max': 13}, 'search_branches': {'min': 1, 'median': 2.0, 'max': 6}, 'search_max_depth': {'min': 1, 'median': 2.0, 'max': 6}, 'basic_unfilled': {'min': 36, 'median': 36.0, 'max': 36}, 'advanced_unfilled': {'min': 36, 'median': 36.0, 'max': 36}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 2.0, 'max': 6}, 'forcing_probes': {'min': 1, 'median': 3.0, 'max': 11}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
16,HITORI,MASTER,"Duplicate conflicts, nonadjacent shading and white connectivity",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'duplicate_pairs': {'min': 15, 'median': 19.0, 'max': 25}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'duplicate_pairs': {'min': 15, 'median': 19.0, 'max': 25}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 15, 'median': 17.0, 'max': 37}, 'search_branches': {'min': 7, 'median': 8.0, 'max': 18}, 'search_max_depth': {'min': 5, 'median': 7.0, 'max': 12}, 'basic_unfilled': {'min': 36, 'median': 36.0, 'max': 36}, 'advanced_unfilled': {'min': 36, 'median': 36.0, 'max': 36}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 4, 'median': 6.0, 'max': 12}, 'forcing_probes': {'min': 11, 'median': 15.5, 'max': 43}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
17,BINARY PUZZLE,EASY,"Balanced unique binary lines, no triples; order/givens/inference",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 17, 'median': 17.0, 'max': 17}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 17, 'median': 17.0, 'max': 17}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 1}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 1}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 11}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 11}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 1}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 2}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
17,BINARY PUZZLE,NORMAL,"Balanced unique binary lines, no triples; order/givens/inference",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 11, 'median': 11.0, 'max': 11}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 11, 'median': 11.0, 'max': 11}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 5}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 2}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 2}, 'basic_unfilled': {'min': 0, 'median': 9.0, 'max': 19}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 19}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 2}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 2}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
17,BINARY PUZZLE,HARD,"Balanced unique binary lines, no triples; order/givens/inference",30,"{'min': 8, 'median': 8.0, 'max': 8}","{'givens': {'min': 20, 'median': 20.0, 'max': 20}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 8, 'median': 8.0, 'max': 8}, 'cells': {'min': 64, 'median': 64.0, 'max': 64}, 'givens': {'min': 20, 'median': 20.0, 'max': 20}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 9}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 4}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 3}, 'basic_unfilled': {'min': 0, 'median': 15.0, 'max': 34}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 34}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 3}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 22}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
17,BINARY PUZZLE,MASTER,"Balanced unique binary lines, no triples; order/givens/inference",30,"{'min': 8, 'median': 8.0, 'max': 8}","{'givens': {'min': 12, 'median': 14.0, 'max': 18}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 8, 'median': 8.0, 'max': 8}, 'cells': {'min': 64, 'median': 64.0, 'max': 64}, 'givens': {'min': 12, 'median': 14.0, 'max': 18}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 11, 'median': 15.0, 'max': 39}, 'search_branches': {'min': 5, 'median': 7.0, 'max': 19}, 'search_max_depth': {'min': 3, 'median': 5.0, 'max': 8}, 'basic_unfilled': {'min': 25, 'median': 33.0, 'max': 46}, 'advanced_unfilled': {'min': 22, 'median': 33.0, 'max': 46}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 3, 'median': 5.0, 'max': 12}, 'forcing_probes': {'min': 6, 'median': 22.0, 'max': 148}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
18,NUMBRIX,EASY,Orthogonal consecutive-number path; order/givens/path inference,30,"{'min': 4, 'median': 4.0, 'max': 4}","{'givens': {'min': 8, 'median': 8.0, 'max': 8}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'givens': {'min': 8, 'median': 8.0, 'max': 8}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 1}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 1}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 4}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 4}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 1}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 1}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
18,NUMBRIX,NORMAL,Orthogonal consecutive-number path; order/givens/path inference,30,"{'min': 5, 'median': 5.0, 'max': 5}","{'givens': {'min': 10, 'median': 10.0, 'max': 10}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'givens': {'min': 10, 'median': 10.0, 'max': 10}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 5}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 2}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 2}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 9}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 9}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 2}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 5}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
18,NUMBRIX,HARD,Orthogonal consecutive-number path; order/givens/path inference,30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 12, 'median': 12.0, 'max': 12}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 12, 'median': 12.0, 'max': 12}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 3.0, 'max': 20}, 'search_branches': {'min': 0, 'median': 1.0, 'max': 9}, 'search_max_depth': {'min': 0, 'median': 1.0, 'max': 5}, 'basic_unfilled': {'min': 0, 'median': 9.0, 'max': 19}, 'advanced_unfilled': {'min': 0, 'median': 4.0, 'max': 17}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 1.0, 'max': 6}, 'forcing_probes': {'min': 0, 'median': 2.0, 'max': 14}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
18,NUMBRIX,MASTER,Orthogonal consecutive-number path; order/givens/path inference,30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 7, 'median': 7.0, 'max': 7}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 7, 'median': 7.0, 'max': 7}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 21, 'median': 31.0, 'max': 119}, 'search_branches': {'min': 10, 'median': 15.0, 'max': 58}, 'search_max_depth': {'min': 5, 'median': 8.0, 'max': 12}, 'basic_unfilled': {'min': 12, 'median': 26.5, 'max': 29}, 'advanced_unfilled': {'min': 12, 'median': 25.5, 'max': 29}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 6, 'median': 10.0, 'max': 20}, 'forcing_probes': {'min': 11, 'median': 44.0, 'max': 244}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
19,MAGIC SQUARE,EASY,"PARTIAL: order/givens, MASTER PAN wrapped diagonals; FREE: normal orders 3/4/5/6",30,"{'PARTIAL': {'min': 3, 'median': 3.0, 'max': 3}, 'FREE': 3}","{'givens': {'min': 0, 'median': 4.5, 'max': 7}, 'FREE': {'givens': 0, 'range': [1, 9], 'magic_sum': 15, 'bank_size': 0, 'wrapped_diagonals': False}}",N/A,public normal/PAN rules and board order; no solver uniqueness rating,"{'order': {'min': 3, 'median': 3.0, 'max': 3}, 'cells': {'min': 9, 'median': 9.0, 'max': 9}, 'givens': {'min': 0, 'median': 4.5, 'max': 7}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,PARTIAL allows multiple solutions. Legacy FREE E/N were both 3x3; new FREE fixes that no-op with 3/4/5/6 orders.,FREE rev3 normal orders 3/4/5/6; old FREE orders/rules preserved
19,MAGIC SQUARE,NORMAL,"PARTIAL: order/givens, MASTER PAN wrapped diagonals; FREE: normal orders 3/4/5/6",30,"{'PARTIAL': {'min': 3, 'median': 3.0, 'max': 3}, 'FREE': 4}","{'givens': {'min': 1, 'median': 2.0, 'max': 5}, 'FREE': {'givens': 0, 'range': [1, 16], 'magic_sum': 34, 'bank_size': 0, 'wrapped_diagonals': False}}",N/A,public normal/PAN rules and board order; no solver uniqueness rating,"{'order': {'min': 3, 'median': 3.0, 'max': 3}, 'cells': {'min': 9, 'median': 9.0, 'max': 9}, 'givens': {'min': 1, 'median': 2.0, 'max': 5}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,PARTIAL allows multiple solutions. Legacy FREE E/N were both 3x3; new FREE fixes that no-op with 3/4/5/6 orders.,FREE rev3 normal orders 3/4/5/6; old FREE orders/rules preserved
19,MAGIC SQUARE,HARD,"PARTIAL: order/givens, MASTER PAN wrapped diagonals; FREE: normal orders 3/4/5/6",30,"{'PARTIAL': {'min': 4, 'median': 4.0, 'max': 4}, 'FREE': 5}","{'givens': {'min': 3, 'median': 7.0, 'max': 10}, 'FREE': {'givens': 0, 'range': [1, 25], 'magic_sum': 65, 'bank_size': 0, 'wrapped_diagonals': False}}",N/A,public normal/PAN rules and board order; no solver uniqueness rating,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'givens': {'min': 3, 'median': 7.0, 'max': 10}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,PARTIAL allows multiple solutions. Legacy FREE E/N were both 3x3; new FREE fixes that no-op with 3/4/5/6 orders.,FREE rev3 normal orders 3/4/5/6; old FREE orders/rules preserved
19,MAGIC SQUARE,MASTER,"PARTIAL: order/givens, MASTER PAN wrapped diagonals; FREE: normal orders 3/4/5/6",30,"{'PARTIAL': {'min': 4, 'median': 4.0, 'max': 4}, 'FREE': 6}","{'givens': {'min': 4, 'median': 4.0, 'max': 4}, 'FREE': {'givens': 0, 'range': [1, 36], 'magic_sum': 111, 'bank_size': 0, 'wrapped_diagonals': False}}",N/A,public normal/PAN rules and board order; no solver uniqueness rating,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'givens': {'min': 4, 'median': 4.0, 'max': 4}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,PARTIAL allows multiple solutions. Legacy FREE E/N were both 3x3; new FREE fixes that no-op with 3/4/5/6 orders.,FREE rev3 normal orders 3/4/5/6; old FREE orders/rules preserved
20,SUM GRID,EASY,Weighted row/column subset sums; order/weights and crossing inference,30,"{'min': 5, 'median': 5.0, 'max': 5}","{'maximum_value': {'min': 5, 'median': 5.0, 'max': 5}, 'maximum_target': {'min': 9, 'median': 13.5, 'max': 17}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'maximum_value': {'min': 5, 'median': 5.0, 'max': 5}, 'maximum_target': {'min': 9, 'median': 13.5, 'max': 17}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
